-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 12/31/2020 through 01/01/2022 
Location: Latitude  0.8018   Longitude 127.9988 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 293.87 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS10M,WD10M,WS50M,WD50M
2021,6,28,5,0.12,93.81,0.16,95.71
2021,6,28,6,0.47,139.71,0.59,138.74
2021,6,28,7,0.95,139.65,1.14,138.89
2021,6,28,8,1.55,137.45,1.62,136.76
2021,6,28,9,2.03,136.09,2.13,136.04
2021,6,28,10,2.51,138.16,2.62,138.62
2021,6,28,11,2.87,141.51,3.02,142.68
2021,6,28,12,3.08,145.34,3.23,146.66
2021,6,28,13,3.1,147.35,3.24,148.8
2021,6,28,14,3.09,148.64,3.23,150.08
2021,6,28,15,3.05,150.35,3.17,151.73
2021,6,28,16,3.08,152.46,3.21,153.56
2021,6,28,17,3.0,155.17,3.28,155.94
2021,6,28,18,2.36,156.15,3.38,156.4
2021,6,28,19,2.26,156.18,3.48,156.31
2021,6,28,20,2.24,155.67,3.44,155.76
2021,6,28,21,2.13,153.9,3.23,153.87
2021,6,28,22,1.96,150.37,2.88,150.58
2021,6,28,23,1.8,143.28,2.56,143.2
2021,6,29,0,1.71,135.56,2.39,135.53
2021,6,29,1,1.62,131.08,2.22,130.86
2021,6,29,2,1.58,133.4,2.16,133.24
2021,6,29,3,1.7,135.0,2.34,134.86
2021,6,29,4,1.96,131.94,2.74,131.88
2021,6,29,5,2.15,129.54,3.04,129.37
2021,6,29,6,2.1,132.89,2.96,132.75
2021,6,29,7,1.85,135.69,2.5,135.63
2021,6,29,8,1.86,127.16,1.94,126.82
2021,6,29,9,1.79,109.62,1.85,108.97
2021,6,29,10,1.93,98.36,2.0,97.85
2021,6,29,11,2.05,93.71,2.11,93.18
2021,6,29,12,2.28,92.16,2.35,91.91
2021,6,29,13,2.54,92.47,2.62,92.39
2021,6,29,14,2.77,93.56,2.83,93.95
2021,6,29,15,2.96,93.48,3.01,93.86
2021,6,29,16,2.97,94.68,3.04,95.02
2021,6,29,17,2.86,98.79,2.95,99.29
2021,6,29,18,2.33,105.39,2.96,105.95
2021,6,29,19,2.0,113.67,2.99,113.89
2021,6,29,20,1.93,122.79,2.9,123.0
2021,6,29,21,1.83,134.65,2.73,135.0
2021,6,29,22,1.74,148.38,2.5,148.79
2021,6,29,23,1.67,165.05,2.32,165.54
2021,6,30,0,1.59,182.26,2.17,182.88
2021,6,30,1,1.56,197.53,2.11,198.1
2021,6,30,2,1.49,206.43,2.0,207.27
2021,6,30,3,1.39,210.74,1.83,211.93
2021,6,30,4,1.27,217.01,1.65,218.07
2021,6,30,5,1.15,223.9,1.47,225.43
2021,6,30,6,1.04,231.07,1.32,232.93
2021,6,30,7,0.98,241.39,1.18,243.77
2021,6,30,8,0.95,242.59,0.95,245.13
2021,6,30,9,0.6,230.29,0.52,229.3
2021,6,30,10,0.31,123.69,0.44,108.43
2021,6,30,11,0.99,77.72,1.18,79.29
2021,6,30,12,1.62,68.15,1.78,70.21
2021,6,30,13,2.11,64.86,2.26,66.62
2021,6,30,14,2.39,60.26,2.53,61.77
2021,6,30,15,2.37,58.19,2.48,59.47
2021,6,30,16,2.02,61.16,2.11,62.01
2021,6,30,17,1.55,69.65,1.62,70.51
2021,6,30,18,1.0,82.38,1.14,83.7
2021,6,30,19,0.52,122.01,0.71,122.47
2021,6,30,20,0.59,182.29,0.82,179.45
2021,6,30,21,0.96,209.92,1.28,208.75
2021,6,30,22,1.31,224.27,1.76,223.38
2021,6,30,23,1.51,227.09,2.06,226.23
2021,7,1,0,1.68,225.75,2.32,225.0
2021,7,1,1,1.85,225.17,2.6,224.27
2021,7,1,2,2.02,224.84,2.86,223.67
2021,7,1,3,2.16,226.9,3.14,226.31
2021,7,1,4,2.22,223.71,3.26,223.15
2021,7,1,5,2.22,217.84,3.22,217.31
2021,7,1,6,2.18,208.95,3.14,208.35
2021,7,1,7,2.4,199.62,3.05,199.13
2021,7,1,8,2.87,191.92,3.02,191.34
2021,7,1,9,2.95,185.62,3.07,185.1
2021,7,1,10,3.0,182.83,3.11,182.45
2021,7,1,11,3.04,183.83,3.14,183.71
2021,7,1,12,3.01,192.45,3.1,192.5
2021,7,1,13,3.03,206.5,3.13,206.57
2021,7,1,14,3.12,218.91,3.23,219.01
2021,7,1,15,3.16,227.91,3.26,227.91
2021,7,1,16,3.08,233.16,3.18,233.19
2021,7,1,17,2.85,236.4,2.99,236.31
2021,7,1,18,2.11,238.2,2.74,238.17
2021,7,1,19,1.63,238.28,2.46,237.98
2021,7,1,20,1.57,237.81,2.25,237.74
2021,7,1,21,1.58,240.4,2.2,240.26
2021,7,1,22,1.67,246.31,2.29,246.31
2021,7,1,23,1.79,253.54,2.44,253.65
2021,7,2,0,1.87,256.72,2.57,257.02
2021,7,2,1,1.92,256.36,2.65,256.7
2021,7,2,2,1.94,255.07,2.68,255.32
2021,7,2,3,1.97,255.08,2.72,255.21
2021,7,2,4,2.01,255.37,2.76,255.57
2021,7,2,5,2.04,256.97,2.81,257.16
2021,7,2,6,1.97,260.2,2.69,260.48
2021,7,2,7,1.92,264.15,2.53,264.32
2021,7,2,8,2.36,266.78,2.5,266.77
2021,7,2,9,2.54,268.94,2.66,268.82
2021,7,2,10,2.78,270.0,2.91,269.54
2021,7,2,11,3.02,270.15,3.17,269.44
2021,7,2,12,3.27,268.49,3.42,267.78
2021,7,2,13,3.55,266.21,3.72,265.55
2021,7,2,14,3.79,264.32,4.0,263.83
2021,7,2,15,4.06,261.14,4.29,260.88
2021,7,2,16,4.16,257.87,4.43,257.78
2021,7,2,17,3.95,256.38,4.36,256.31
2021,7,2,18,3.04,256.04,4.06,256.07
2021,7,2,19,2.41,256.68,3.59,256.78
2021,7,2,20,2.02,260.21,3.1,260.28
2021,7,2,21,1.82,266.32,2.79,266.46
2021,7,2,22,1.82,274.44,2.75,274.56
2021,7,2,23,1.94,280.9,2.91,281.16
2021,7,3,0,2.13,275.06,3.2,275.32
2021,7,3,1,2.33,263.64,3.54,263.8
2021,7,3,2,2.49,256.57,3.82,256.53
2021,7,3,3,2.57,254.32,3.95,254.18
2021,7,3,4,2.56,254.44,3.91,254.35
2021,7,3,5,2.53,253.13,3.83,253.04
2021,7,3,6,2.48,249.51,3.72,249.58
2021,7,3,7,2.44,245.57,3.55,245.69
2021,7,3,8,3.2,245.0,3.45,244.94
2021,7,3,9,3.39,248.93,3.59,248.85
2021,7,3,10,3.57,254.78,3.76,254.69
2021,7,3,11,3.71,254.0,3.9,254.07
2021,7,3,12,4.1,249.5,4.32,249.33
2021,7,3,13,4.59,246.44,4.85,246.37
2021,7,3,14,5.01,245.99,5.34,245.8
2021,7,3,15,5.31,247.43,5.71,247.15
2021,7,3,16,5.39,251.14,5.88,250.75
2021,7,3,17,4.99,255.03,5.61,254.67
2021,7,3,18,3.98,256.37,5.24,255.84
2021,7,3,19,3.36,255.45,4.87,254.94
2021,7,3,20,2.9,252.93,4.41,252.46
2021,7,3,21,2.44,244.83,3.8,244.44
2021,7,3,22,2.22,229.14,3.41,228.72
2021,7,3,23,2.35,209.89,3.61,209.39
2021,7,4,0,2.75,198.69,4.31,198.17
2021,7,4,1,3.11,197.71,4.85,197.06
2021,7,4,2,3.29,200.29,5.12,199.98
2021,7,4,3,3.31,203.18,5.21,202.95
2021,7,4,4,3.16,205.04,4.97,204.91
2021,7,4,5,2.98,203.14,4.72,202.91
2021,7,4,6,2.97,196.96,4.68,196.47
2021,7,4,7,3.32,188.8,4.89,188.45
2021,7,4,8,4.66,183.36,5.27,182.8
2021,7,4,9,5.23,179.66,5.71,178.98
2021,7,4,10,5.28,178.14,5.71,177.65
2021,7,4,11,5.22,180.86,5.59,180.48
2021,7,4,12,5.45,189.33,5.82,189.03
2021,7,4,13,5.69,199.9,6.07,199.55
2021,7,4,14,5.86,207.56,6.25,207.37
2021,7,4,15,5.82,212.77,6.25,212.66
2021,7,4,16,5.66,217.2,6.23,217.1
2021,7,4,17,5.11,221.1,6.14,220.97
2021,7,4,18,4.25,225.6,6.0,225.32
2021,7,4,19,3.84,231.45,5.78,231.15
2021,7,4,20,3.57,237.7,5.47,237.31
2021,7,4,21,3.51,243.89,5.41,243.58
2021,7,4,22,3.54,250.64,5.45,250.21
2021,7,4,23,3.7,257.2,5.62,256.66
2021,7,5,0,3.96,262.41,5.92,261.88
2021,7,5,1,4.24,266.3,6.3,265.8
2021,7,5,2,4.39,268.47,6.55,267.95
2021,7,5,3,3.98,275.3,6.0,275.01
2021,7,5,4,3.46,288.72,5.31,288.62
2021,7,5,5,3.4,299.92,5.24,299.85
2021,7,5,6,3.41,309.05,5.24,309.07
2021,7,5,7,3.72,316.11,5.21,315.43
2021,7,5,8,4.13,328.63,4.64,326.95
2021,7,5,9,4.16,344.66,4.45,342.74
2021,7,5,10,4.52,358.61,4.77,357.0
2021,7,5,11,4.79,7.68,5.04,6.5
2021,7,5,12,4.77,11.53,5.0,10.91
2021,7,5,13,4.33,14.41,4.54,14.16
2021,7,5,14,3.77,17.72,3.95,17.61
2021,7,5,15,3.44,19.63,3.6,19.65
2021,7,5,16,3.1,20.03,3.27,19.99
2021,7,5,17,2.7,22.42,2.93,22.26
2021,7,5,18,1.98,29.1,2.77,29.97
2021,7,5,19,1.82,38.54,2.82,39.5
2021,7,5,20,1.86,43.98,2.83,44.78
2021,7,5,21,1.89,47.68,2.84,48.34
2021,7,5,22,1.93,51.09,2.88,51.39
2021,7,5,23,1.91,50.46,2.8,50.54
2021,7,6,0,1.81,42.56,2.6,42.81
2021,7,6,1,1.74,28.63,2.46,29.09
2021,7,6,2,1.78,16.36,2.48,16.84
2021,7,6,3,1.92,9.35,2.7,9.82
2021,7,6,4,2.06,5.43,2.92,5.68
2021,7,6,5,2.17,1.85,3.06,2.05
2021,7,6,6,2.06,1.09,2.87,1.25
2021,7,6,7,1.99,8.58,2.57,8.2
2021,7,6,8,2.29,17.69,2.42,17.67
2021,7,6,9,2.23,24.15,2.35,24.1
2021,7,6,10,2.21,28.11,2.32,27.43
2021,7,6,11,2.22,30.62,2.33,29.58
2021,7,6,12,2.37,27.49,2.46,26.57
2021,7,6,13,2.36,27.84,2.42,26.9
2021,7,6,14,2.19,33.35,2.22,32.35
2021,7,6,15,2.02,41.87,2.04,40.82
2021,7,6,16,1.9,52.0,1.91,51.3
2021,7,6,17,1.78,60.29,1.81,59.67
2021,7,6,18,1.51,65.95,1.68,65.22
2021,7,6,19,1.14,66.08,1.5,65.43
2021,7,6,20,0.88,57.02,1.23,56.92
2021,7,6,21,0.68,35.15,1.0,35.8
2021,7,6,22,0.69,1.3,1.01,1.33
2021,7,6,23,0.95,335.75,1.38,336.04
2021,7,7,0,1.33,321.18,1.99,321.55
2021,7,7,1,1.69,312.38,2.57,312.53
2021,7,7,2,2.01,306.96,3.1,307.22
2021,7,7,3,2.32,304.28,3.59,304.62
2021,7,7,4,2.58,303.5,3.99,303.81
2021,7,7,5,2.65,303.22,4.12,303.48
2021,7,7,6,2.46,302.83,3.8,303.17
2021,7,7,7,2.27,302.05,3.11,302.37
2021,7,7,8,2.37,300.03,2.51,300.32
2021,7,7,9,2.17,295.55,2.24,295.85
2021,7,7,10,2.22,293.04,2.26,293.2
2021,7,7,11,2.34,294.25,2.37,294.29
2021,7,7,12,2.31,295.7,2.33,296.05
2021,7,7,13,2.14,297.41,2.14,298.06
2021,7,7,14,2.1,300.38,2.09,301.26
2021,7,7,15,2.13,301.47,2.12,302.52
2021,7,7,16,1.85,302.21,1.85,303.29
2021,7,7,17,1.38,298.45,1.39,299.31
2021,7,7,18,1.03,295.59,1.1,295.29
2021,7,7,19,0.79,298.34,0.9,297.23
2021,7,7,20,0.58,301.76,0.7,300.85
2021,7,7,21,0.51,311.27,0.64,311.05
2021,7,7,22,0.55,314.42,0.77,317.06
2021,7,7,23,0.74,317.56,1.03,319.64
2021,7,8,0,0.97,312.4,1.34,313.35
2021,7,8,1,1.08,307.37,1.48,308.38
2021,7,8,2,1.06,300.17,1.42,301.07
2021,7,8,3,0.88,289.08,1.15,290.28
2021,7,8,4,0.56,263.57,0.68,264.09
2021,7,8,5,0.5,199.29,0.61,197.97
2021,7,8,6,0.82,167.83,1.04,166.49
2021,7,8,7,1.13,167.6,1.34,166.13
2021,7,8,8,1.4,174.86,1.45,173.8
2021,7,8,9,1.52,177.34,1.57,176.02
2021,7,8,10,1.79,178.0,1.86,177.35
2021,7,8,11,2.04,182.85,2.12,182.96
2021,7,8,12,2.33,190.63,2.41,191.2
2021,7,8,13,2.64,197.95,2.74,198.64
2021,7,8,14,2.94,202.0,3.07,202.78
2021,7,8,15,3.13,203.05,3.28,203.7
2021,7,8,16,3.25,202.06,3.43,202.48
2021,7,8,17,3.12,197.8,3.43,198.19
2021,7,8,18,2.33,194.55,3.31,194.36
2021,7,8,19,2.03,192.43,3.16,192.14
2021,7,8,20,1.96,192.88,3.02,192.56
2021,7,8,21,2.01,197.45,3.04,197.04
2021,7,8,22,2.0,203.46,2.97,203.06
2021,7,8,23,1.88,208.48,2.71,208.19
2021,7,9,0,1.82,214.85,2.57,214.46
2021,7,9,1,1.72,221.5,2.39,221.15
2021,7,9,2,1.62,228.92,2.21,228.59
2021,7,9,3,1.46,231.29,1.97,231.13
2021,7,9,4,1.19,226.33,1.55,226.43
2021,7,9,5,0.9,211.48,1.15,211.1
2021,7,9,6,0.69,201.08,0.87,200.56
2021,7,9,7,0.48,211.12,0.58,209.65
2021,7,9,8,0.51,241.46,0.54,240.46
2021,7,9,9,0.74,255.96,0.77,254.69
2021,7,9,10,1.02,251.29,1.07,250.37
2021,7,9,11,1.26,242.64,1.32,241.77
2021,7,9,12,1.44,241.76,1.5,240.77
2021,7,9,13,1.6,243.31,1.65,242.34
2021,7,9,14,1.83,240.04,1.88,239.61
2021,7,9,15,1.96,239.66,2.02,239.07
2021,7,9,16,1.8,237.76,1.87,237.31
2021,7,9,17,1.55,235.67,1.62,235.39
2021,7,9,18,1.23,223.97,1.49,222.88
2021,7,9,19,1.08,201.19,1.63,200.52
2021,7,9,20,1.23,185.46,1.88,185.0
2021,7,9,21,1.5,174.02,2.28,173.9
2021,7,9,22,1.72,168.23,2.6,168.22
2021,7,9,23,1.81,166.8,2.68,167.02
2021,7,10,0,1.76,169.79,2.52,169.84
2021,7,10,1,1.68,170.63,2.34,170.98
2021,7,10,2,1.67,167.85,2.31,168.08
2021,7,10,3,1.65,166.03,2.26,166.01
2021,7,10,4,1.61,163.94,2.17,164.11
2021,7,10,5,1.55,160.56,2.06,160.74
2021,7,10,6,1.55,155.25,2.06,155.29
2021,7,10,7,1.68,147.57,2.22,147.65
2021,7,10,8,2.37,141.55,2.5,141.34
2021,7,10,9,2.82,136.68,2.97,136.49
2021,7,10,10,3.21,132.93,3.37,132.65
2021,7,10,11,3.41,128.76,3.55,128.66
2021,7,10,12,3.45,124.48,3.59,124.35
2021,7,10,13,3.38,117.99,3.5,117.94
2021,7,10,14,3.3,109.94,3.41,109.85
2021,7,10,15,3.31,100.59,3.39,100.35
2021,7,10,16,3.47,90.9,3.55,90.63
2021,7,10,17,3.69,82.21,3.87,82.0
2021,7,10,18,3.42,75.58,4.31,75.31
2021,7,10,19,3.27,71.35,4.75,71.18
2021,7,10,20,3.48,69.25,5.09,69.23
2021,7,10,21,3.56,68.5,5.24,68.4
2021,7,10,22,3.43,67.11,5.15,66.97
2021,7,10,23,3.33,63.8,5.1,63.51
2021,7,11,0,3.25,61.4,5.05,61.06
2021,7,11,1,3.18,61.55,4.99,61.27
2021,7,11,2,3.07,63.24,4.83,62.94
2021,7,11,3,3.03,67.92,4.74,67.74
2021,7,11,4,3.12,75.34,4.89,75.19
2021,7,11,5,3.21,81.73,5.01,81.58
2021,7,11,6,3.08,86.22,4.81,86.09
2021,7,11,7,2.88,87.98,4.38,87.55
2021,7,11,8,3.57,89.0,3.95,88.53
2021,7,11,9,3.94,89.2,4.23,88.73
2021,7,11,10,4.45,87.58,4.76,87.27
2021,7,11,11,4.77,85.31,5.07,85.23
2021,7,11,12,5.03,82.5,5.33,82.51
2021,7,11,13,5.39,80.57,5.73,80.58
2021,7,11,14,5.63,79.94,6.01,79.96
2021,7,11,15,5.71,81.03,6.12,81.04
2021,7,11,16,5.69,82.5,6.13,82.53
2021,7,11,17,5.54,83.28,6.1,83.31
2021,7,11,18,4.55,84.88,5.7,84.81
2021,7,11,19,3.9,86.09,5.51,86.02
2021,7,11,20,3.72,85.91,5.54,85.79
2021,7,11,21,3.77,85.01,5.75,84.93
2021,7,11,22,3.68,83.54,5.71,83.48
2021,7,11,23,3.51,81.42,5.5,81.5
2021,7,12,0,3.37,78.9,5.34,78.95
2021,7,12,1,3.24,77.2,5.17,77.25
2021,7,12,2,3.1,77.93,4.91,78.06
2021,7,12,3,2.94,80.36,4.6,80.31
2021,7,12,4,2.84,84.48,4.36,84.24
2021,7,12,5,2.76,88.54,4.14,88.38
2021,7,12,6,2.68,94.01,3.99,93.82
2021,7,12,7,2.72,101.92,4.0,101.62
2021,7,12,8,3.78,108.96,4.13,108.54
2021,7,12,9,4.0,115.81,4.25,115.34
2021,7,12,10,4.14,121.74,4.36,121.3
2021,7,12,11,4.18,127.86,4.37,127.3
2021,7,12,12,4.16,131.35,4.33,130.9
2021,7,12,13,4.08,131.97,4.22,131.33
2021,7,12,14,3.96,133.56,4.1,133.07
2021,7,12,15,3.77,135.42,3.91,135.0
2021,7,12,16,3.58,136.51,3.73,136.27
2021,7,12,17,3.39,136.03,3.59,135.97
2021,7,12,18,2.88,137.09,3.58,136.94
2021,7,12,19,2.43,138.0,3.66,137.94
2021,7,12,20,2.34,138.38,3.63,138.14
2021,7,12,21,2.26,138.09,3.5,137.8
2021,7,12,22,2.17,135.88,3.28,135.39
2021,7,12,23,2.06,131.78,3.04,131.35
2021,7,13,0,1.94,129.78,2.8,129.33
2021,7,13,1,1.81,131.14,2.55,130.91
2021,7,13,2,1.72,134.27,2.4,134.08
2021,7,13,3,1.7,138.34,2.35,137.83
2021,7,13,4,1.75,142.26,2.41,141.83
2021,7,13,5,1.8,146.31,2.49,146.01
2021,7,13,6,1.76,149.34,2.4,149.1
2021,7,13,7,1.65,149.18,2.26,148.83
2021,7,13,8,2.06,149.74,2.19,149.14
2021,7,13,9,2.08,149.48,2.2,148.51
2021,7,13,10,2.11,148.02,2.23,147.42
2021,7,13,11,2.12,145.49,2.25,145.32
2021,7,13,12,2.11,142.37,2.22,142.73
2021,7,13,13,2.01,141.93,2.11,142.54
2021,7,13,14,1.93,143.41,2.02,144.28
2021,7,13,15,1.89,146.97,1.99,147.99
2021,7,13,16,1.88,150.99,1.99,151.93
2021,7,13,17,1.99,155.85,2.1,156.58
2021,7,13,18,1.63,161.83,2.09,162.58
2021,7,13,19,1.3,169.23,1.93,169.51
2021,7,13,20,1.2,181.86,1.69,182.12
2021,7,13,21,1.13,205.33,1.53,205.78
2021,7,13,22,1.2,232.39,1.6,232.74
2021,7,13,23,1.33,256.78,1.79,256.63
2021,7,14,0,1.5,273.6,2.02,273.55
2021,7,14,1,1.62,286.25,2.19,286.56
2021,7,14,2,1.68,294.42,2.28,294.72
2021,7,14,3,1.65,301.8,2.23,302.13
2021,7,14,4,1.48,311.36,1.98,311.63
2021,7,14,5,1.31,325.18,1.73,325.88
2021,7,14,6,1.09,344.67,1.42,345.05
2021,7,14,7,0.92,8.82,1.21,9.28
2021,7,14,8,1.07,30.11,1.13,30.28
2021,7,14,9,0.88,44.64,0.91,45.0
2021,7,14,10,0.48,94.69,0.5,98.0
2021,7,14,11,0.79,173.22,0.86,171.14
2021,7,14,12,1.38,196.39,1.46,193.29
2021,7,14,13,1.49,194.25,1.57,191.76
2021,7,14,14,1.28,177.56,1.36,175.73
2021,7,14,15,1.16,149.63,1.24,149.22
2021,7,14,16,1.21,142.09,1.26,142.28
2021,7,14,17,1.18,144.95,1.24,145.51
2021,7,14,18,1.08,139.71,1.18,140.92
2021,7,14,19,0.87,131.38,1.09,131.8
2021,7,14,20,0.69,134.54,0.91,134.3
2021,7,14,21,0.4,161.92,0.49,167.97
2021,7,14,22,0.64,259.51,0.93,260.3
2021,7,14,23,1.2,270.75,1.75,271.02
2021,7,15,0,1.41,271.58,2.07,271.95
2021,7,15,1,1.53,272.05,2.28,272.36
2021,7,15,2,1.68,274.52,2.53,274.95
2021,7,15,3,1.77,277.59,2.66,277.94
2021,7,15,4,1.8,278.24,2.66,278.61
2021,7,15,5,1.8,278.97,2.64,279.55
2021,7,15,6,1.79,277.53,2.59,278.15
2021,7,15,7,1.74,273.87,2.26,274.96
2021,7,15,8,1.47,268.17,1.52,268.82
2021,7,15,9,0.85,251.73,0.83,253.09
2021,7,15,10,0.51,242.65,0.43,245.3
2021,7,15,11,0.23,287.82,0.19,325.01
2021,7,15,12,0.45,49.94,0.61,51.8
2021,7,15,13,0.89,69.33,1.06,68.75
2021,7,15,14,1.42,78.26,1.61,77.65
2021,7,15,15,2.03,85.58,2.24,84.99
2021,7,15,16,2.52,89.82,2.73,89.34
2021,7,15,17,2.67,93.69,2.88,93.42
2021,7,15,18,2.43,95.89,2.79,95.79
2021,7,15,19,1.88,97.86,2.47,97.46
2021,7,15,20,1.38,95.52,2.02,94.87
2021,7,15,21,1.13,88.01,1.77,87.72
2021,7,15,22,1.05,79.28,1.61,79.35
2021,7,15,23,0.93,63.0,1.36,64.47
2021,7,16,0,0.79,40.17,1.11,42.71
2021,7,16,1,0.81,10.55,1.11,13.84
2021,7,16,2,1.03,345.54,1.39,348.0
2021,7,16,3,1.28,329.69,1.73,331.7
2021,7,16,4,1.42,319.47,1.91,321.16
2021,7,16,5,1.52,314.58,2.05,316.08
2021,7,16,6,1.48,313.72,1.98,314.68
2021,7,16,7,1.41,313.66,1.68,314.62
2021,7,16,8,1.23,315.26,1.24,316.78
2021,7,16,9,0.76,316.25,0.71,319.47
2021,7,16,10,0.23,333.43,0.17,10.3
2021,7,16,11,0.38,109.18,0.54,110.27
2021,7,16,12,0.75,121.88,0.9,122.16
2021,7,16,13,1.04,129.53,1.16,129.26
2021,7,16,14,1.47,128.52,1.56,128.88
2021,7,16,15,1.85,128.32,1.92,129.06
2021,7,16,16,2.1,135.15,2.19,135.29
2021,7,16,17,2.21,143.33,2.32,143.36
2021,7,16,18,1.85,154.52,2.07,154.79
2021,7,16,19,1.4,174.23,1.67,174.08
2021,7,16,20,1.25,200.81,1.55,200.62
2021,7,16,21,1.27,226.0,1.66,225.76
2021,7,16,22,1.43,244.7,2.02,244.53
2021,7,16,23,1.85,254.32,2.74,254.26
2021,7,17,0,2.38,259.58,3.57,259.67
2021,7,17,1,2.68,264.65,4.06,264.71
2021,7,17,2,2.79,268.88,4.26,268.95
2021,7,17,3,2.72,271.81,4.2,272.13
2021,7,17,4,2.53,273.0,3.94,273.29
2021,7,17,5,2.23,269.6,3.4,269.87
2021,7,17,6,2.13,268.1,3.16,268.16
2021,7,17,7,2.53,271.41,3.59,271.25
2021,7,17,8,4.12,275.87,4.65,276.07
2021,7,17,9,5.44,276.51,5.97,276.61
2021,7,17,10,6.43,275.79,7.05,275.98
2021,7,17,11,6.88,271.82,7.5,272.09
2021,7,17,12,7.11,268.17,7.67,268.54
2021,7,17,13,7.48,266.46,8.04,266.83
2021,7,17,14,7.82,265.42,8.45,265.6
2021,7,17,15,7.66,264.32,8.3,264.33
2021,7,17,16,6.81,261.82,7.39,261.67
2021,7,17,17,5.79,257.45,6.35,257.21
2021,7,17,18,4.72,251.48,6.01,251.02
2021,7,17,19,4.5,246.33,6.38,246.07
2021,7,17,20,4.6,243.39,6.68,243.26
2021,7,17,21,4.51,242.55,6.71,242.39
2021,7,17,22,4.52,243.61,6.81,243.55
2021,7,17,23,4.69,244.67,7.09,244.82
2021,7,18,0,5.02,245.75,7.45,245.91
2021,7,18,1,5.17,245.91,7.52,246.04
2021,7,18,2,4.91,244.74,7.09,244.76
2021,7,18,3,4.65,243.69,6.85,243.87
2021,7,18,4,4.28,244.6,6.5,244.67
2021,7,18,5,3.75,246.27,5.89,246.22
2021,7,18,6,3.54,244.91,5.56,244.73
2021,7,18,7,3.96,237.97,5.84,238.01
2021,7,18,8,5.62,231.49,6.63,231.21
2021,7,18,9,6.77,227.34,7.5,226.9
2021,7,18,10,6.71,224.72,7.33,224.05
2021,7,18,11,6.14,220.05,6.66,219.33
2021,7,18,12,5.89,213.58,6.36,212.97
2021,7,18,13,5.77,207.68,6.23,207.24
2021,7,18,14,5.42,200.79,5.85,200.64
2021,7,18,15,4.81,192.75,5.21,192.74
2021,7,18,16,4.21,185.53,4.59,185.66
2021,7,18,17,3.56,182.64,4.18,182.78
2021,7,18,18,2.66,181.18,4.02,181.22
2021,7,18,19,2.66,171.37,4.15,171.34
2021,7,18,20,2.89,161.57,4.5,161.6
2021,7,18,21,3.13,155.8,4.91,156.05
2021,7,18,22,3.34,152.24,5.27,152.45
2021,7,18,23,3.49,148.73,5.51,148.99
2021,7,19,0,3.52,147.05,5.55,147.47
2021,7,19,1,3.52,147.51,5.59,148.02
2021,7,19,2,3.42,149.57,5.43,150.04
2021,7,19,3,3.26,151.65,5.14,152.27
2021,7,19,4,3.02,153.04,4.7,153.78
2021,7,19,5,2.75,154.6,4.15,155.32
2021,7,19,6,2.5,153.84,3.65,154.53
2021,7,19,7,2.5,152.63,3.53,153.32
2021,7,19,8,3.4,150.66,3.64,151.12
2021,7,19,9,3.79,148.67,4.01,149.34
2021,7,19,10,4.26,146.22,4.49,146.73
2021,7,19,11,4.61,144.18,4.83,144.61
2021,7,19,12,4.75,144.51,4.97,144.91
2021,7,19,13,4.66,145.51,4.87,145.98
2021,7,19,14,4.49,146.37,4.68,146.84
2021,7,19,15,4.19,147.88,4.37,148.07
2021,7,19,16,3.91,147.8,4.11,147.67
2021,7,19,17,3.6,147.41,3.84,147.22
2021,7,19,18,2.46,147.98,3.31,147.81
2021,7,19,19,1.83,147.4,2.82,146.97
2021,7,19,20,1.72,146.89,2.54,146.41
2021,7,19,21,1.63,148.9,2.32,148.61
2021,7,19,22,1.48,148.57,2.03,148.39
2021,7,19,23,1.23,147.72,1.62,147.23
2021,7,20,0,1.06,146.08,1.37,145.49
2021,7,20,1,1.01,134.69,1.29,133.77
2021,7,20,2,1.1,124.26,1.41,123.69
2021,7,20,3,1.29,118.89,1.7,118.34
2021,7,20,4,1.6,114.56,2.13,114.22
2021,7,20,5,2.0,111.26,2.74,111.07
2021,7,20,6,2.38,113.2,3.35,112.92
2021,7,20,7,2.85,113.76,3.88,113.62
2021,7,20,8,3.98,112.49,4.22,112.39
2021,7,20,9,4.35,114.86,4.53,114.66
2021,7,20,10,4.47,121.5,4.65,121.31
2021,7,20,11,4.35,127.03,4.5,127.17
2021,7,20,12,4.22,130.72,4.37,131.16
2021,7,20,13,4.12,134.31,4.28,134.78
2021,7,20,14,3.84,138.55,4.0,139.03
2021,7,20,15,3.42,144.02,3.56,144.56
2021,7,20,16,2.96,149.04,3.08,149.46
2021,7,20,17,2.67,154.56,2.8,154.93
2021,7,20,18,1.99,162.2,2.59,162.82
2021,7,20,19,1.6,169.57,2.45,169.7
2021,7,20,20,1.61,174.7,2.37,174.7
2021,7,20,21,1.6,180.28,2.27,180.39
2021,7,20,22,1.54,189.32,2.15,189.39
