-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 12/31/2011 through 01/01/2021 
Location: Latitude  1.7523   Longitude 127.9942 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 37.91 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
SZA                   CERES SYN1deg Solar Zenith Angle (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,SZA
2016,1,14,3,0.0,0.0,-999.0
2016,1,14,4,0.0,0.0,-999.0
2016,1,14,5,0.0,0.0,-999.0
2016,1,14,6,6.9,4.42,89.3
2016,1,14,7,95.62,139.75,78.66
2016,1,14,8,267.21,379.42,64.94
2016,1,14,9,544.84,606.25,51.59
2016,1,14,10,704.59,789.1,39.12
2016,1,14,11,764.29,910.6,28.72
2016,1,14,12,743.81,951.12,23.4
2016,1,14,13,646.52,924.92,26.45
2016,1,14,14,522.47,825.05,35.77
2016,1,14,15,482.32,659.6,47.83
2016,1,14,16,302.35,445.1,60.98
2016,1,14,17,121.3,205.9,74.63
2016,1,14,18,17.12,19.33,87.42
2016,1,14,19,0.0,0.0,-999.0
2016,1,14,20,0.0,0.0,-999.0
2016,1,14,21,0.0,0.0,-999.0
2016,1,14,22,0.0,0.0,-999.0
2016,1,14,23,0.0,0.0,-999.0
2016,1,15,0,0.0,0.0,-999.0
2016,1,15,1,0.0,0.0,-999.0
2016,1,15,2,0.0,0.0,-999.0
2016,1,15,3,0.0,0.0,-999.0
2016,1,15,4,0.0,0.0,-999.0
2016,1,15,5,0.0,0.0,-999.0
2016,1,15,6,6.73,4.35,89.33
2016,1,15,7,100.52,140.58,78.73
2016,1,15,8,232.13,380.85,64.98
2016,1,15,9,506.15,606.95,51.62
2016,1,15,10,625.71,790.23,39.1
2016,1,15,11,721.58,911.58,28.63
2016,1,15,12,858.8,955.55,23.23
2016,1,15,13,851.17,930.08,26.25
2016,1,15,14,716.18,830.45,35.6
2016,1,15,15,563.83,665.62,47.68
2016,1,15,16,282.25,451.42,60.86
2016,1,15,17,152.62,211.88,74.52
2016,1,15,18,19.34,20.65,87.37
2016,1,15,19,0.0,0.0,-999.0
2016,1,15,20,0.0,0.0,-999.0
2016,1,15,21,0.0,0.0,-999.0
2016,1,15,22,0.0,0.0,-999.0
2016,1,15,23,0.0,0.0,-999.0
2016,1,16,0,0.0,0.0,-999.0
2016,1,16,1,0.0,0.0,-999.0
2016,1,16,2,0.0,0.0,-999.0
2016,1,16,3,0.0,0.0,-999.0
2016,1,16,4,0.0,0.0,-999.0
2016,1,16,5,0.0,0.0,-999.0
2016,1,16,6,7.04,4.3,89.35
2016,1,16,7,116.43,143.77,78.8
2016,1,16,8,326.45,384.95,65.02
2016,1,16,9,596.33,611.1,51.63
2016,1,16,10,760.89,792.73,39.08
2016,1,16,11,860.19,914.48,28.55
2016,1,16,12,874.7,958.35,23.06
2016,1,16,13,769.57,933.8,26.05
2016,1,16,14,734.02,833.7,35.42
2016,1,16,15,544.3,668.52,47.53
2016,1,16,16,349.58,454.48,60.73
2016,1,16,17,143.05,214.85,74.42
2016,1,16,18,19.93,21.33,87.31
2016,1,16,19,0.0,0.0,-999.0
2016,1,16,20,0.0,0.0,-999.0
2016,1,16,21,0.0,0.0,-999.0
2016,1,16,22,0.0,0.0,-999.0
2016,1,16,23,0.0,0.0,-999.0
2016,1,17,0,0.0,0.0,-999.0
2016,1,17,1,0.0,0.0,-999.0
2016,1,17,2,0.0,0.0,-999.0
2016,1,17,3,0.0,0.0,-999.0
2016,1,17,4,0.0,0.0,-999.0
2016,1,17,5,0.0,0.0,-999.0
2016,1,17,6,6.89,4.08,89.37
2016,1,17,7,100.95,140.62,78.86
2016,1,17,8,267.14,381.83,65.06
2016,1,17,9,521.61,608.92,51.64
2016,1,17,10,694.35,791.88,39.05
2016,1,17,11,824.48,913.02,28.45
2016,1,17,12,843.29,956.7,22.89
2016,1,17,13,753.81,931.95,25.85
2016,1,17,14,573.89,833.62,35.25
2016,1,17,15,385.6,670.15,47.38
2016,1,17,16,238.26,456.92,60.61
2016,1,17,17,99.37,217.23,74.31
2016,1,17,18,17.39,22.08,87.25
2016,1,17,19,0.0,0.0,-999.0
2016,1,17,20,0.0,0.0,-999.0
2016,1,17,21,0.0,0.0,-999.0
2016,1,17,22,0.0,0.0,-999.0
2016,1,17,23,0.0,0.0,-999.0
2016,1,18,0,0.0,0.0,-999.0
2016,1,18,1,0.0,0.0,-999.0
2016,1,18,2,0.0,0.0,-999.0
2016,1,18,3,0.0,0.0,-999.0
2016,1,18,4,0.0,0.0,-999.0
2016,1,18,5,0.0,0.0,-999.0
2016,1,18,6,7.1,3.98,89.39
2016,1,18,7,123.29,140.88,78.91
2016,1,18,8,320.73,380.38,65.1
2016,1,18,9,571.84,605.95,51.65
2016,1,18,10,730.46,788.25,39.01
2016,1,18,11,842.54,909.1,28.35
2016,1,18,12,847.59,953.17,22.7
2016,1,18,13,760.19,927.75,25.65
2016,1,18,14,751.64,829.42,35.07
2016,1,18,15,442.34,665.75,47.23
2016,1,18,16,290.09,453.8,60.48
2016,1,18,17,126.41,214.95,74.21
2016,1,18,18,15.48,21.95,87.2
2016,1,18,19,0.0,0.0,-999.0
2016,1,18,20,0.0,0.0,-999.0
2016,1,18,21,0.0,0.0,-999.0
2016,1,18,22,0.0,0.0,-999.0
2016,1,18,23,0.0,0.0,-999.0
2016,1,19,0,0.0,0.0,-999.0
2016,1,19,1,0.0,0.0,-999.0
2016,1,19,2,0.0,0.0,-999.0
2016,1,19,3,0.0,0.0,-999.0
2016,1,19,4,0.0,0.0,-999.0
2016,1,19,5,0.0,0.0,-999.0
2016,1,19,6,6.79,3.8,89.41
2016,1,19,7,97.97,138.42,78.97
2016,1,19,8,229.8,379.92,65.13
2016,1,19,9,451.84,607.15,51.66
2016,1,19,10,593.59,790.25,38.97
2016,1,19,11,672.54,912.75,28.25
2016,1,19,12,697.27,957.35,22.52
2016,1,19,13,670.5,932.6,25.44
2016,1,19,14,589.52,834.95,34.89
2016,1,19,15,396.3,671.9,47.09
2016,1,19,16,253.45,458.27,60.37
2016,1,19,17,92.27,219.15,74.11
2016,1,19,18,18.02,23.08,87.14
2016,1,19,19,0.0,0.0,-999.0
2016,1,19,20,0.0,0.0,-999.0
2016,1,19,21,0.0,0.0,-999.0
2016,1,19,22,0.0,0.0,-999.0
2016,1,19,23,0.0,0.0,-999.0
2016,1,20,0,0.0,0.0,-999.0
2016,1,20,1,0.0,0.0,-999.0
2016,1,20,2,0.0,0.0,-999.0
2016,1,20,3,0.0,0.0,-999.0
2016,1,20,4,0.0,0.0,-999.0
2016,1,20,5,0.0,0.0,-999.0
2016,1,20,6,0.0,0.0,-999.0
2016,1,20,7,108.52,150.17,78.44
2016,1,20,8,258.21,382.83,65.16
2016,1,20,9,436.69,610.55,51.66
2016,1,20,10,703.38,793.95,38.93
2016,1,20,11,852.48,916.65,28.13
2016,1,20,12,888.87,965.2,22.32
2016,1,20,13,850.79,941.73,25.22
2016,1,20,14,720.95,844.2,34.71
2016,1,20,15,410.95,680.9,46.95
2016,1,20,16,242.66,467.3,60.24
2016,1,20,17,97.9,225.77,74.01
2016,1,20,18,17.28,24.2,87.09
2016,1,20,19,0.0,0.0,-999.0
2016,1,20,20,0.0,0.0,-999.0
2016,1,20,21,0.0,0.0,-999.0
2016,1,20,22,0.0,0.0,-999.0
2016,1,20,23,0.0,0.0,-999.0
2016,1,21,0,0.0,0.0,-999.0
2016,1,21,1,0.0,0.0,-999.0
2016,1,21,2,0.0,0.0,-999.0
2016,1,21,3,0.0,0.0,-999.0
2016,1,21,4,0.0,0.0,-999.0
2016,1,21,5,0.0,0.0,-999.0
2016,1,21,6,0.0,0.0,-999.0
2016,1,21,7,88.3,148.2,78.5
2016,1,21,8,157.37,380.08,65.19
2016,1,21,9,274.74,606.67,51.65
2016,1,21,10,311.88,790.12,38.88
2016,1,21,11,410.71,912.7,28.02
2016,1,21,12,328.1,953.4,22.12
2016,1,21,13,419.72,929.5,25.01
2016,1,21,14,439.95,832.05,34.53
2016,1,21,15,332.18,668.65,46.8
2016,1,21,16,215.4,455.55,60.12
2016,1,21,17,91.62,216.0,73.91
2016,1,21,18,19.74,22.9,87.04
2016,1,21,19,0.0,0.0,-999.0
2016,1,21,20,0.0,0.0,-999.0
2016,1,21,21,0.0,0.0,-999.0
2016,1,21,22,0.0,0.0,-999.0
2016,1,21,23,0.0,0.0,-999.0
2016,1,22,0,0.0,0.0,-999.0
2016,1,22,1,0.0,0.0,-999.0
2016,1,22,2,0.0,0.0,-999.0
2016,1,22,3,0.0,0.0,-999.0
2016,1,22,4,0.0,0.0,-999.0
2016,1,22,5,0.0,0.0,-999.0
2016,1,22,6,0.0,0.0,-999.0
2016,1,22,7,45.09,143.12,78.56
2016,1,22,8,128.8,376.0,65.21
2016,1,22,9,233.38,604.33,51.64
2016,1,22,10,406.4,790.35,38.83
2016,1,22,11,514.67,915.0,27.9
2016,1,22,12,596.0,961.65,21.91
2016,1,22,13,642.49,938.12,24.78
2016,1,22,14,579.09,839.85,34.35
2016,1,22,15,489.59,674.85,46.65
2016,1,22,16,289.62,459.92,60.01
2016,1,22,17,139.59,217.42,73.82
2016,1,22,18,20.56,22.92,86.98
2016,1,22,19,0.0,0.0,-999.0
2016,1,22,20,0.0,0.0,-999.0
2016,1,22,21,0.0,0.0,-999.0
2016,1,22,22,0.0,0.0,-999.0
2016,1,22,23,0.0,0.0,-999.0
2016,1,23,0,0.0,0.0,-999.0
2016,1,23,1,0.0,0.0,-999.0
2016,1,23,2,0.0,0.0,-999.0
2016,1,23,3,0.0,0.0,-999.0
2016,1,23,4,0.0,0.0,-999.0
2016,1,23,5,0.0,0.0,-999.0
2016,1,23,6,0.0,0.0,-999.0
2016,1,23,7,129.35,140.35,78.62
2016,1,23,8,353.84,376.05,65.23
2016,1,23,9,568.6,609.1,51.62
2016,1,23,10,681.02,798.15,38.77
2016,1,23,11,684.34,924.25,27.77
2016,1,23,12,718.25,974.38,21.7
2016,1,23,13,693.66,952.48,24.55
2016,1,23,14,534.1,854.75,34.16
2016,1,23,15,474.45,689.67,46.51
2016,1,23,16,285.09,474.25,59.89
2016,1,23,17,122.67,229.27,73.73
2016,1,23,18,16.8,25.25,86.94
2016,1,23,19,0.0,0.0,-999.0
2016,1,23,20,0.0,0.0,-999.0
2016,1,23,21,0.0,0.0,-999.0
2016,1,23,22,0.0,0.0,-999.0
2016,1,23,23,0.0,0.0,-999.0
2016,1,24,0,0.0,0.0,-999.0
2016,1,24,1,0.0,0.0,-999.0
2016,1,24,2,0.0,0.0,-999.0
2016,1,24,3,0.0,0.0,-999.0
2016,1,24,4,0.0,0.0,-999.0
2016,1,24,5,0.0,0.0,-999.0
2016,1,24,6,0.0,0.0,-999.0
2016,1,24,7,77.87,144.35,78.68
2016,1,24,8,208.67,380.38,65.24
2016,1,24,9,375.3,610.75,51.61
2016,1,24,10,475.98,796.42,38.71
2016,1,24,11,615.81,920.9,27.64
2016,1,24,12,654.66,966.95,21.48
2016,1,24,13,643.82,943.42,24.33
2016,1,24,14,517.4,844.65,33.98
2016,1,24,15,385.22,680.48,46.36
2016,1,24,16,244.84,465.2,59.77
2016,1,24,17,88.2,223.15,73.63
2016,1,24,18,16.88,24.6,86.89
2016,1,24,19,0.0,0.0,-999.0
2016,1,24,20,0.0,0.0,-999.0
2016,1,24,21,0.0,0.0,-999.0
2016,1,24,22,0.0,0.0,-999.0
2016,1,24,23,0.0,0.0,-999.0
2016,1,25,0,0.0,0.0,-999.0
2016,1,25,1,0.0,0.0,-999.0
2016,1,25,2,0.0,0.0,-999.0
2016,1,25,3,0.0,0.0,-999.0
2016,1,25,4,0.0,0.0,-999.0
2016,1,25,5,0.0,0.0,-999.0
2016,1,25,6,0.0,0.0,-999.0
2016,1,25,7,57.88,138.23,78.73
2016,1,25,8,163.65,372.88,65.25
2016,1,25,9,317.31,604.8,51.59
2016,1,25,10,252.88,792.77,38.65
2016,1,25,11,391.34,919.2,27.51
2016,1,25,12,455.13,976.52,21.26
2016,1,25,13,419.55,953.4,24.09
2016,1,25,14,382.52,856.05,33.8
2016,1,25,15,309.89,693.33,46.22
2016,1,25,16,160.07,477.9,59.66
2016,1,25,17,79.91,234.08,73.55
2016,1,25,18,14.49,26.77,86.84
2016,1,25,19,0.0,0.0,-999.0
2016,1,25,20,0.0,0.0,-999.0
2016,1,25,21,0.0,0.0,-999.0
2016,1,25,22,0.0,0.0,-999.0
2016,1,25,23,0.0,0.0,-999.0
2016,1,26,0,0.0,0.0,-999.0
2016,1,26,1,0.0,0.0,-999.0
2016,1,26,2,0.0,0.0,-999.0
2016,1,26,3,0.0,0.0,-999.0
2016,1,26,4,0.0,0.0,-999.0
2016,1,26,5,0.0,0.0,-999.0
2016,1,26,6,0.0,0.0,-999.0
2016,1,26,7,128.01,146.62,78.77
2016,1,26,8,350.91,384.58,65.26
2016,1,26,9,593.93,616.27,51.57
2016,1,26,10,674.82,805.7,38.58
2016,1,26,11,856.2,932.92,27.37
2016,1,26,12,849.41,976.4,21.03
2016,1,26,13,824.79,955.25,23.86
2016,1,26,14,758.81,857.58,33.62
2016,1,26,15,629.71,692.15,46.08
2016,1,26,16,426.46,477.45,59.55
2016,1,26,17,195.95,232.33,73.46
2016,1,26,18,25.66,26.9,86.8
2016,1,26,19,0.0,0.0,-999.0
2016,1,26,20,0.0,0.0,-999.0
2016,1,26,21,0.0,0.0,-999.0
2016,1,26,22,0.0,0.0,-999.0
2016,1,26,23,0.0,0.0,-999.0
2016,1,27,0,0.0,0.0,-999.0
2016,1,27,1,0.0,0.0,-999.0
2016,1,27,2,0.0,0.0,-999.0
2016,1,27,3,0.0,0.0,-999.0
2016,1,27,4,0.0,0.0,-999.0
2016,1,27,5,0.0,0.0,-999.0
2016,1,27,6,0.0,0.0,-999.0
2016,1,27,7,101.95,140.88,78.81
2016,1,27,8,310.05,378.25,65.27
2016,1,27,9,525.73,611.17,51.54
2016,1,27,10,677.86,801.08,38.51
2016,1,27,11,742.22,928.55,27.22
2016,1,27,12,856.55,985.45,20.8
2016,1,27,13,855.01,963.5,23.62
2016,1,27,14,818.62,866.7,33.43
2016,1,27,15,654.75,699.6,45.94
2016,1,27,16,461.73,480.55,59.45
2016,1,27,17,215.74,233.48,73.38
2016,1,27,18,28.58,27.0,86.75
2016,1,27,19,0.0,0.0,-999.0
2016,1,27,20,0.0,0.0,-999.0
2016,1,27,21,0.0,0.0,-999.0
2016,1,27,22,0.0,0.0,-999.0
2016,1,27,23,0.0,0.0,-999.0
2016,1,28,0,0.0,0.0,-999.0
2016,1,28,1,0.0,0.0,-999.0
2016,1,28,2,0.0,0.0,-999.0
2016,1,28,3,0.0,0.0,-999.0
2016,1,28,4,0.0,0.0,-999.0
2016,1,28,5,0.0,0.0,-999.0
2016,1,28,6,0.0,0.0,-999.0
2016,1,28,7,92.81,139.5,78.84
2016,1,28,8,256.91,376.15,65.27
2016,1,28,9,401.53,607.77,51.52
2016,1,28,10,495.04,796.4,38.43
2016,1,28,11,576.18,923.77,27.07
2016,1,28,12,761.69,965.65,20.55
2016,1,28,13,687.39,944.77,23.38
2016,1,28,14,588.56,848.27,33.25
2016,1,28,15,531.38,683.45,45.8
2016,1,28,16,375.25,468.5,59.34
2016,1,28,17,167.34,226.12,73.3
2016,1,28,18,28.35,26.17,86.71
2016,1,28,19,0.0,0.0,-999.0
2016,1,28,20,0.0,0.0,-999.0
2016,1,28,21,0.0,0.0,-999.0
2016,1,28,22,0.0,0.0,-999.0
2016,1,28,23,0.0,0.0,-999.0
2016,1,29,0,0.0,0.0,-999.0
2016,1,29,1,0.0,0.0,-999.0
2016,1,29,2,0.0,0.0,-999.0
2016,1,29,3,0.0,0.0,-999.0
2016,1,29,4,0.0,0.0,-999.0
2016,1,29,5,0.0,0.0,-999.0
2016,1,29,6,0.0,0.0,-999.0
2016,1,29,7,116.66,138.9,78.88
2016,1,29,8,311.8,376.75,65.27
2016,1,29,9,543.52,609.98,51.48
2016,1,29,10,728.9,799.75,38.35
2016,1,29,11,861.73,927.6,26.91
2016,1,29,12,883.16,980.08,20.3
2016,1,29,13,869.42,958.38,23.14
2016,1,29,14,778.3,861.2,33.07
2016,1,29,15,648.66,696.42,45.66
2016,1,29,16,377.51,480.7,59.23
2016,1,29,17,190.09,236.33,73.22
2016,1,29,18,28.8,28.23,86.67
2016,1,29,19,0.0,0.0,-999.0
2016,1,29,20,0.0,0.0,-999.0
2016,1,29,21,0.0,0.0,-999.0
2016,1,29,22,0.0,0.0,-999.0
2016,1,29,23,0.0,0.0,-999.0
2016,1,30,0,0.0,0.0,-999.0
2016,1,30,1,0.0,0.0,-999.0
2016,1,30,2,0.0,0.0,-999.0
2016,1,30,3,0.0,0.0,-999.0
2016,1,30,4,0.0,0.0,-999.0
2016,1,30,5,0.0,0.0,-999.0
2016,1,30,6,0.0,0.0,-999.0
2016,1,30,7,124.05,141.25,78.91
2016,1,30,8,308.68,381.05,65.26
2016,1,30,9,549.1,615.6,51.44
2016,1,30,10,718.02,807.02,38.27
2016,1,30,11,881.99,935.98,26.76
2016,1,30,12,923.31,982.3,20.05
2016,1,30,13,855.34,960.55,22.9
2016,1,30,14,772.52,862.8,32.88
2016,1,30,15,620.55,696.12,45.53
2016,1,30,16,379.0,476.83,59.13
2016,1,30,17,170.87,230.65,73.14
2016,1,30,18,26.62,26.92,86.63
2016,1,30,19,0.0,0.0,-999.0
2016,1,30,20,0.0,0.0,-999.0
2016,1,30,21,0.0,0.0,-999.0
2016,1,30,22,0.0,0.0,-999.0
2016,1,30,23,0.0,0.0,-999.0
2016,1,31,0,0.0,0.0,-999.0
2016,1,31,1,0.0,0.0,-999.0
2016,1,31,2,0.0,0.0,-999.0
2016,1,31,3,0.0,0.0,-999.0
2016,1,31,4,0.0,0.0,-999.0
2016,1,31,5,0.0,0.0,-999.0
2016,1,31,6,0.0,0.0,-999.0
2016,1,31,7,124.89,135.9,78.93
2016,1,31,8,348.38,374.17,65.25
2016,1,31,9,585.82,610.17,51.4
2016,1,31,10,769.8,800.58,38.18
2016,1,31,11,891.07,928.5,26.59
2016,1,31,12,909.4,981.7,19.8
2016,1,31,13,867.1,958.8,22.65
2016,1,31,14,730.54,859.65,32.7
2016,1,31,15,581.69,693.75,45.4
2016,1,31,16,370.95,475.08,59.04
2016,1,31,17,159.51,229.83,73.07
2016,1,31,18,25.15,26.98,86.59
2016,1,31,19,0.0,0.0,-999.0
2016,1,31,20,0.0,0.0,-999.0
2016,1,31,21,0.0,0.0,-999.0
2016,1,31,22,0.0,0.0,-999.0
2016,1,31,23,0.0,0.0,-999.0
2016,2,1,0,0.0,0.0,-999.0
2016,2,1,1,0.0,0.0,-999.0
2016,2,1,2,0.0,0.0,-999.0
2016,2,1,3,0.0,0.0,-999.0
2016,2,1,4,0.0,0.0,-999.0
2016,2,1,5,0.0,0.0,-999.0
2016,2,1,6,0.0,0.0,-999.0
2016,2,1,7,106.91,138.38,78.95
2016,2,1,8,306.84,378.3,65.23
2016,2,1,9,473.27,613.92,51.35
2016,2,1,10,590.33,806.58,38.09
2016,2,1,11,668.54,936.77,26.42
2016,2,1,12,705.91,988.27,19.54
2016,2,1,13,682.16,967.17,22.4
2016,2,1,14,559.7,869.62,32.52
2016,2,1,15,425.88,703.65,45.27
2016,2,1,16,239.95,484.73,58.94
2016,2,1,17,112.44,238.23,73.0
2016,2,1,18,19.57,28.8,86.56
2016,2,1,19,0.0,0.0,-999.0
2016,2,1,20,0.0,0.0,-999.0
2016,2,1,21,0.0,0.0,-999.0
2016,2,1,22,0.0,0.0,-999.0
2016,2,1,23,0.0,0.0,-999.0
2016,2,2,0,0.0,0.0,-999.0
2016,2,2,1,0.0,0.0,-999.0
2016,2,2,2,0.0,0.0,-999.0
2016,2,2,3,0.0,0.0,-999.0
2016,2,2,4,0.0,0.0,-999.0
2016,2,2,5,0.0,0.0,-999.0
2016,2,2,6,0.0,0.0,-999.0
2016,2,2,7,121.8,137.77,78.96
2016,2,2,8,335.31,377.15,65.22
2016,2,2,9,584.3,610.38,51.3
2016,2,2,10,761.28,801.12,37.99
2016,2,2,11,858.41,929.98,26.26
2016,2,2,12,872.45,981.25,19.27
2016,2,2,13,855.86,960.73,22.15
2016,2,2,14,766.27,864.25,32.34
2016,2,2,15,518.88,699.73,45.14
2016,2,2,16,360.56,483.33,58.84
2016,2,2,17,149.61,237.48,72.94
2016,2,2,18,24.02,28.7,86.53
2016,2,2,19,0.0,0.0,-999.0
2016,2,2,20,0.0,0.0,-999.0
2016,2,2,21,0.0,0.0,-999.0
2016,2,2,22,0.0,0.0,-999.0
2016,2,2,23,0.0,0.0,-999.0
2016,2,3,0,0.0,0.0,-999.0
2016,2,3,1,0.0,0.0,-999.0
2016,2,3,2,0.0,0.0,-999.0
2016,2,3,3,0.0,0.0,-999.0
2016,2,3,4,0.0,0.0,-999.0
2016,2,3,5,0.0,0.0,-999.0
2016,2,3,6,0.0,0.0,-999.0
2016,2,3,7,119.19,133.42,78.97
2016,2,3,8,319.5,370.48,65.2
2016,2,3,9,563.45,603.85,51.25
2016,2,3,10,727.7,794.12,37.89
2016,2,3,11,820.4,922.55,26.08
2016,2,3,12,879.09,980.35,19.0
2016,2,3,13,865.87,958.92,21.89
2016,2,3,14,843.04,861.7,32.16
2016,2,3,15,548.7,697.75,45.02
2016,2,3,16,322.34,481.42,58.76
2016,2,3,17,145.8,236.15,72.87
2016,2,3,18,26.11,28.35,86.5
2016,2,3,19,0.0,0.0,-999.0
2016,2,3,20,0.0,0.0,-999.0
2016,2,3,21,0.0,0.0,-999.0
2016,2,3,22,0.0,0.0,-999.0
2016,2,3,23,0.0,0.0,-999.0
2016,2,4,0,0.0,0.0,-999.0
2016,2,4,1,0.0,0.0,-999.0
2016,2,4,2,0.0,0.0,-999.0
2016,2,4,3,0.0,0.0,-999.0
2016,2,4,4,0.0,0.0,-999.0
2016,2,4,5,0.0,0.0,-999.0
2016,2,4,6,0.0,0.0,-999.0
2016,2,4,7,113.57,136.05,78.98
2016,2,4,8,320.02,376.0,65.18
2016,2,4,9,578.5,611.17,51.2
2016,2,4,10,746.02,802.88,37.79
2016,2,4,11,886.3,932.77,25.9
2016,2,4,12,916.73,986.17,18.73
2016,2,4,13,811.73,965.75,21.64
2016,2,4,14,713.99,869.25,31.99
2016,2,4,15,549.3,704.83,44.89
2016,2,4,16,397.21,487.5,58.67
2016,2,4,17,191.97,241.02,72.81
2016,2,4,18,29.69,29.62,86.47
2016,2,4,19,0.0,0.0,-999.0
2016,2,4,20,0.0,0.0,-999.0
2016,2,4,21,0.0,0.0,-999.0
2016,2,4,22,0.0,0.0,-999.0
2016,2,4,23,0.0,0.0,-999.0
2016,2,5,0,0.0,0.0,-999.0
2016,2,5,1,0.0,0.0,-999.0
2016,2,5,2,0.0,0.0,-999.0
2016,2,5,3,0.0,0.0,-999.0
2016,2,5,4,0.0,0.0,-999.0
2016,2,5,5,0.0,0.0,-999.0
2016,2,5,6,0.0,0.0,-999.0
2016,2,5,7,127.77,138.25,78.98
2016,2,5,8,358.78,378.52,65.15
2016,2,5,9,570.57,613.67,51.14
2016,2,5,10,764.38,805.33,37.69
2016,2,5,11,869.13,934.0,25.72
2016,2,5,12,838.77,984.0,18.45
2016,2,5,13,828.77,963.95,21.38
2016,2,5,14,767.18,867.45,31.81
2016,2,5,15,563.96,702.92,44.77
2016,2,5,16,375.69,486.67,58.59
2016,2,5,17,167.44,240.6,72.75
2016,2,5,18,27.64,29.73,86.44
2016,2,5,19,0.0,0.0,-999.0
2016,2,5,20,0.0,0.0,-999.0
2016,2,5,21,0.0,0.0,-999.0
2016,2,5,22,0.0,0.0,-999.0
2016,2,5,23,0.0,0.0,-999.0
2016,2,6,0,0.0,0.0,-999.0
2016,2,6,1,0.0,0.0,-999.0
2016,2,6,2,0.0,0.0,-999.0
2016,2,6,3,0.0,0.0,-999.0
2016,2,6,4,0.0,0.0,-999.0
2016,2,6,5,0.0,0.0,-999.0
2016,2,6,6,0.0,0.0,-999.0
2016,2,6,7,102.75,136.83,78.98
2016,2,6,8,290.41,377.7,65.12
2016,2,6,9,549.45,614.08,51.08
2016,2,6,10,700.67,809.2,37.58
2016,2,6,11,845.91,940.98,25.53
2016,2,6,12,871.34,982.7,18.16
2016,2,6,13,803.47,963.3,21.12
2016,2,6,14,716.48,865.9,31.64
2016,2,6,15,569.05,698.25,44.65
2016,2,6,16,366.12,478.67,58.5
2016,2,6,17,164.7,231.45,72.7
2016,2,6,18,27.55,27.85,86.41
2016,2,6,19,0.0,0.0,-999.0
2016,2,6,20,0.0,0.0,-999.0
2016,2,6,21,0.0,0.0,-999.0
2016,2,6,22,0.0,0.0,-999.0
2016,2,6,23,0.0,0.0,-999.0
2016,2,7,0,0.0,0.0,-999.0
2016,2,7,1,0.0,0.0,-999.0
2016,2,7,2,0.0,0.0,-999.0
2016,2,7,3,0.0,0.0,-999.0
2016,2,7,4,0.0,0.0,-999.0
2016,2,7,5,0.0,0.0,-999.0
2016,2,7,6,0.0,0.0,-999.0
2016,2,7,7,119.13,132.48,78.97
2016,2,7,8,334.55,374.0,65.09
2016,2,7,9,572.37,614.27,51.02
2016,2,7,10,757.54,809.7,37.47
2016,2,7,11,861.99,942.15,25.34
2016,2,7,12,913.57,995.92,17.88
2016,2,7,13,893.55,975.58,20.87
2016,2,7,14,782.76,877.88,31.47
2016,2,7,15,604.38,711.05,44.54
2016,2,7,16,372.5,488.92,58.42
2016,2,7,17,186.14,239.35,72.65
2016,2,7,18,27.04,29.48,86.39
2016,2,7,19,0.0,0.0,-999.0
2016,2,7,20,0.0,0.0,-999.0
2016,2,7,21,0.0,0.0,-999.0
2016,2,7,22,0.0,0.0,-999.0
2016,2,7,23,0.0,0.0,-999.0
2016,2,8,0,0.0,0.0,-999.0
2016,2,8,1,0.0,0.0,-999.0
2016,2,8,2,0.0,0.0,-999.0
2016,2,8,3,0.0,0.0,-999.0
2016,2,8,4,0.0,0.0,-999.0
2016,2,8,5,0.0,0.0,-999.0
2016,2,8,6,0.0,0.0,-999.0
2016,2,8,7,122.12,134.55,78.96
2016,2,8,8,344.98,376.88,65.05
2016,2,8,9,580.15,615.52,50.95
2016,2,8,10,791.75,812.1,37.35
2016,2,8,11,914.0,944.33,25.16
2016,2,8,12,964.17,1003.35,17.58
2016,2,8,13,946.07,983.42,20.61
2016,2,8,14,797.16,886.42,31.3
2016,2,8,15,665.48,720.52,44.43
2016,2,8,16,431.02,499.5,58.35
2016,2,8,17,205.62,248.55,72.6
2016,2,8,18,31.88,31.55,86.38
2016,2,8,19,0.0,0.0,-999.0
2016,2,8,20,0.0,0.0,-999.0
2016,2,8,21,0.0,0.0,-999.0
2016,2,8,22,0.0,0.0,-999.0
2016,2,8,23,0.0,0.0,-999.0
2016,2,9,0,0.0,0.0,-999.0
2016,2,9,1,0.0,0.0,-999.0
2016,2,9,2,0.0,0.0,-999.0
2016,2,9,3,0.0,0.0,-999.0
2016,2,9,4,0.0,0.0,-999.0
2016,2,9,5,0.0,0.0,-999.0
2016,2,9,6,0.0,0.0,-999.0
2016,2,9,7,109.1,138.85,78.95
2016,2,9,8,332.59,381.3,65.02
2016,2,9,9,541.64,618.23,50.88
2016,2,9,10,664.17,810.67,37.23
2016,2,9,11,767.63,940.62,24.96
