-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 12/31/2020 through 01/01/2022 
Location: Latitude  0.8018   Longitude 127.9988 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 293.87 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,MIN,WS10M,WS50M
2021,1,1,19,0,2.77,4.22
2021,1,1,19,10,2.745470571347652,4.219166216113386
2021,1,1,19,20,2.7236854645294795,4.213285529843862
2021,1,1,19,30,2.704445266765555,4.203393253144593
2021,1,1,19,40,2.6875505652759526,4.1905246979687485
2021,1,1,19,50,2.6728019472807434,4.175715176269496
2021,1,1,20,0,2.66,4.16
2021,1,1,20,10,2.6489318787758176,4.1442539826607225
2021,1,1,20,20,2.6393310114383737,4.128709943941279
2021,1,1,20,30,2.6309173939398693,4.113440205078576
2021,1,1,20,40,2.6234110222325056,4.098517087309524
2021,1,1,20,50,2.6165318922684824,4.08401291187103
2021,1,1,21,0,2.61,4.07
2021,1,1,21,10,2.6036630246601917,4.056641927317803
2021,1,1,21,20,2.5978793786059176,4.044467286983623
2021,1,1,21,30,2.593135157474969,4.034095926541108
2021,1,1,21,40,2.5899164569051387,4.026147693533902
2021,1,1,21,50,2.5887093725342187,4.021242435505651
2021,1,1,22,0,2.59,4.02
2021,1,1,22,10,2.5941475040648974,4.022928308068072
2021,1,1,22,20,2.601003325989809,4.0300875747909
2021,1,1,22,30,2.610291976160254,4.041426088756995
2021,1,1,22,40,2.621737964961755,4.05689213855487
2021,1,1,22,50,2.63506580277983,4.076434012773035
2021,1,1,23,0,2.65,4.1
2021,1,1,23,10,2.6662747368579978,4.127385581150653
2021,1,1,23,20,2.6836628729904044,4.1577750064453705
2021,1,1,23,30,2.701946937884014,4.19019971843091
2021,1,1,23,40,2.7209094610256215,4.223691159654026
2021,1,1,23,50,2.740332971902019,4.2572807726614705
2021,1,2,0,0,2.76,4.29
2021,1,2,0,10,2.779735029984594,4.321140478440433
2021,1,2,0,20,2.7995303672337597,4.351034621649842
2021,1,2,0,30,2.8194202723036894,4.3802750375193655
2021,1,2,0,40,2.839439005750578,4.409454333940141
2021,1,2,0,50,2.859620828130617,4.439165118803308
2021,1,2,1,0,2.88,4.47
2021,1,2,1,10,2.9004795876480722,4.502172875457989
2021,1,2,1,20,2.9204378802967823,4.534382803251561
2021,1,2,1,30,2.939121972901229,4.5649501314916305
2021,1,2,1,40,2.9557789604165148,4.592195208289117
2021,1,2,1,50,2.9696559377977385,4.614438381754935
2021,1,2,2,0,2.98,4.63
2021,1,2,2,10,2.9862169897934887,4.63757542713502
2021,1,2,2,20,2.9883477412087442,4.637360091269844
2021,1,2,2,30,2.986591836091394,4.629924436514114
2021,1,2,2,40,2.981148856287069,4.61583890697747
2021,1,2,2,50,2.972218383641394,4.595673946769552
2021,1,2,3,0,2.96,4.57
2021,1,2,3,10,2.944652453177974,4.5392383789649005
2021,1,2,3,20,2.9261711548682423,4.503213868706106
2021,1,2,3,30,2.9045106827331924,4.461602122451919
2021,1,2,3,40,2.879625614435211,4.414078793430639
2021,1,2,3,50,2.851470527636685,4.360319534870566
2021,1,2,4,0,2.82,4.3
2021,1,2,4,10,2.785312086383506,4.232971057005385
2021,1,2,4,20,2.7480787504293978,4.159784433905736
2021,1,2,4,30,2.709115432975835,4.081167073678214
2021,1,2,4,40,2.6692375748609756,3.997845919299978
2021,1,2,4,50,2.629260616922978,3.9105479137481867
2021,1,2,5,0,2.59,3.82
2021,1,2,5,10,2.5516917938805967,3.726979244865413
2021,1,2,5,20,2.512254584154907,3.632463210485763
2021,1,2,5,30,2.4690275853634676,3.537479582835224
2021,1,2,5,40,2.4193500120468125,3.443056047887968
2021,1,2,5,50,2.3605610787454783,3.3502202916181694
2021,1,2,6,0,2.29,3.26
2021,1,2,6,10,2.2071337010570713,3.173324926495926
2021,1,2,6,20,2.1199399499880105,3.0907330945215805
2021,1,2,6,30,2.0385242255702964,3.012664594980889
2021,1,2,6,40,1.9729920065814053,2.939559518777778
2021,1,2,6,50,1.9334487717988142,2.8718579568161737
2021,1,2,7,0,1.93,2.81
2021,1,2,7,10,1.9690789574466758,2.7545821602619953
2021,1,2,7,20,2.042430060337495,2.7068266336501394
2021,1,2,7,30,2.1381255123553475,2.6681120372412206
2021,1,2,7,40,2.244237517183123,2.6398169881120315
2021,1,2,7,50,2.348838278503711,2.623320103339361
2021,1,2,8,0,2.44,2.62
2021,1,2,8,10,2.508587506193264,2.6304297657894273
2021,1,2,8,20,2.5566361049583066,2.651960370877867
2021,1,2,8,30,2.588973725008314,2.6811372560542313
2021,1,2,8,40,2.6104282950564746,2.7145058621074334
2021,1,2,8,50,2.6258277438159743,2.748611629826386
2021,1,2,9,0,2.64,2.78
2021,1,2,9,10,2.656663610372862,2.805828406209928
2021,1,2,9,20,2.675099593903355,2.825702253208768
2021,1,2,9,30,2.693479587611397,2.8398389385418574
2021,1,2,9,40,2.7099752285169068,2.848455859754535
2021,1,2,9,50,2.722758153639802,2.8517704143921363
2021,1,2,10,0,2.73,2.85
2021,1,2,10,10,2.7304987930560314,2.8435714241856798
2021,1,2,10,20,2.725558112020869,2.833749134805585
2021,1,2,10,30,2.7171079245460987,2.822006989778343
2021,1,2,10,40,2.7070781982833076,2.809818847022581
2021,1,2,10,50,2.6973989008840795,2.798658564456924
2021,1,2,11,0,2.69,2.79
2021,1,2,11,10,2.6863412174030152,2.784932193343654
2021,1,2,11,20,2.6860012913465043,2.7830049112726
2021,1,2,11,30,2.6880887142042074,2.7833831023447737
2021,1,2,11,40,2.6917119783498653,2.7852317151181096
2021,1,2,11,50,2.6959795761572165,2.78771569815054
2021,1,2,12,0,2.7,2.79
2021,1,2,12,10,2.7029789299245035,2.791329432069338
2021,1,2,12,20,2.7045107966671904,2.791268257141054
2021,1,2,12,30,2.7042872186370723,2.789460600842563
2021,1,2,12,40,2.7019998142431607,2.7855505888012813
2021,1,2,12,50,2.6973402018944665,2.7791823466446215
2021,1,2,13,0,2.69,2.77
2021,1,2,13,10,2.680030099936011,2.7580371154160344
2021,1,2,13,20,2.6689184849476995,2.7448850231261495
2021,1,2,13,30,2.6585124112475036,2.732524494284974
2021,1,2,13,40,2.6506591350478637,2.7229363000471394
2021,1,2,13,50,2.647205912561216,2.7181012115672716
2021,1,2,14,0,2.65,2.72
2021,1,2,14,10,2.660372892553676,2.7300869210813428
2021,1,2,14,20,2.6775930413197906,2.7477101688728696
2021,1,2,14,30,2.7004131363729114,2.77169142201754
2021,1,2,14,40,2.7275858677876084,2.8008523591583128
2021,1,2,14,50,2.757863925638448,2.834014658938146
2021,1,2,15,0,2.79,2.87
2021,1,2,15,10,2.8231542557752123,2.9078652002585965
2021,1,2,15,20,2.8581167571805475,2.9476076347157067
2021,1,2,15,30,2.8960850432608507,2.9894598176448666
2021,1,2,15,40,2.9382566530609653,3.033654263319612
2021,1,2,15,50,2.9858291256257337,3.0804234860134785
2021,1,2,16,0,3.04,3.13
2021,1,2,16,10,3.100667491752885,3.182387463069458
2021,1,2,16,20,3.162532522550613,3.2366741070791196
2021,1,2,16,30,3.218996690583687,3.2917193074029925
2021,1,2,16,40,3.263461594042608,3.3463824394150903
2021,1,2,16,50,3.2893288311178788,3.3995228784894223
2021,1,2,17,0,3.29,3.45
2021,1,2,17,10,3.2610276290651012,3.496751614130237
2021,1,2,17,20,3.2065679674318157,3.539029270301151
2021,1,2,17,30,3.1329281944044025,3.5761629527431635
2021,1,2,17,40,3.046415489287123,3.6074826456866957
2021,1,2,17,50,2.953337031384235,3.6323183333621674
2021,1,2,18,0,2.86,3.65
2021,1,2,18,10,2.7718886586533773,3.6603283026318176
2021,1,2,18,20,2.6911956077221255,3.6649865894940556
2021,1,2,18,30,2.619290531798703,3.6661288816243536
2021,1,2,18,40,2.557543115475569,3.6659092000603515
2021,1,2,18,50,2.507323043345182,3.6664815658396877
2021,1,2,19,0,2.47,3.67
2021,1,2,19,10,2.4462325511362066,3.6779999901573097
2021,1,2,19,20,2.43383478686487,3.6895428902411465
2021,1,2,19,30,2.4299096784007874,3.703071520759422
2021,1,2,19,40,2.431560196958752,3.7170287022200497
2021,1,2,19,50,2.4358893137535578,3.7298572551309386
2021,1,2,20,0,2.44,3.74
2021,1,2,20,10,2.4415607664314303,3.7462365515537637
2021,1,2,20,20,2.440502281855433,3.7486937013932153
2021,1,2,20,30,2.437320754598149,3.74783503533796
2021,1,2,20,40,2.4325123929857213,3.744124139207604
2021,1,2,20,50,2.4265734053442913,3.738024598821749
2021,1,2,21,0,2.42,3.73
2021,1,2,21,10,2.4130799386936292,3.720294544368382
2021,1,2,21,20,2.4052671968245107,3.7082748967785895
2021,1,2,21,30,2.395807303206617,3.693088337888739
2021,1,2,21,40,2.38394578665392,3.6738821483569475
2021,1,2,21,50,2.3689281759803906,3.6498036088413297
2021,1,2,22,0,2.35,3.62
2021,1,2,22,10,2.3268602195347956,3.584205641343084
2021,1,2,22,20,2.3010215234391183,3.5445030077887263
2021,1,2,22,30,2.2744500325753836,3.5035616131070846
2021,1,2,22,40,2.2491118678060085,3.464050971068313
2021,1,2,22,50,2.226973149993409,3.428640595442567
2021,1,2,23,0,2.21,3.4
2021,1,2,23,10,2.1995717757597837,3.380012519888917
2021,1,2,23,20,2.194720783493094,3.367416775770211
2021,1,2,23,30,2.1938925664918507,3.3601652096829233
2021,1,2,23,40,2.1955326680479748,3.356210263666098
2021,1,2,23,50,2.1980866314533847,3.3535043797587765
2021,1,3,0,0,2.2,3.35
2021,1,3,0,10,2.2001304552038508,3.3442165013234724
2021,1,3,0,20,2.1989842314773984,3.336941000241543
2021,1,3,0,30,2.1974797014572154,3.32952754816122
2021,1,3,0,40,2.196535237779874,3.3233301964895166
2021,1,3,0,50,2.197069213081945,3.3197029966334397
2021,1,3,1,0,2.2,3.32
2021,1,3,1,10,2.2059249219433354,3.325112215557934
2021,1,3,1,20,2.2141571054121307,3.334078482522878
2021,1,3,1,30,2.2236886276792904,3.345474597672194
2021,1,3,1,40,2.2335115660177194,3.3578763577832453
2021,1,3,1,50,2.2426179977003216,3.3698595596333933
2021,1,3,2,0,2.25,3.38
2021,1,3,2,10,2.254966153319108,3.3872790808892375
2021,1,3,2,20,2.258091050577787,3.3923006252225028
2021,1,3,2,30,2.2602657878256256,3.3960740611500047
2021,1,3,2,40,2.2623814611122146,3.3996088168219507
2021,1,3,2,50,2.265329166487143,3.4039143203885467
2021,1,3,3,0,2.27,3.41
2021,1,3,3,10,2.276988242558012,3.418502942366602
2021,1,3,3,20,2.285700914498947,3.4285708684389657
2021,1,3,3,30,2.295248221018208,3.4389791577277897
2021,1,3,3,40,2.3047403673112017,3.4485031897437723
2021,1,3,3,50,2.3132875585733306,3.4559183439976096
2021,1,3,4,0,2.32,3.46
2021,1,3,4,10,2.3241642097821784,3.459866557051767
2021,1,3,4,20,2.3257719580930947,3.4560084936142306
2021,1,3,4,30,2.3249913281015413,3.449259307938839
2021,1,3,4,40,2.3219904029763128,3.440452498277039
2021,1,3,4,50,2.3169372658862013,3.4304215628802766
2021,1,3,5,0,2.31,3.42
2021,1,3,5,10,2.3015863997947563,3.409901199796704
2021,1,3,5,20,2.293063104980528,3.4003581200670774
2021,1,3,5,30,2.2860364665756263,3.3914836105168558
2021,1,3,5,40,2.2821128355983635,3.3833905208517785
2021,1,3,5,50,2.282898563067051,3.3761917007775812
2021,1,3,6,0,2.29,3.37
2021,1,3,6,10,2.30509204289065,3.364926791909567
2021,1,3,6,20,2.330123770132944,3.361077544635981
2021,1,3,6,30,2.367112805595955,3.358556249993738
2021,1,3,6,40,2.418076773148754,3.3574668997973305
2021,1,3,6,50,2.485033296660412,3.3579134858612534
2021,1,3,7,0,2.57,3.36
2021,1,3,7,10,2.6734620953093136,3.3639564473798456
2021,1,3,7,20,2.7897751478210306,3.370516886574186
2021,1,3,7,30,2.911762311040555,3.380541389508194
2021,1,3,7,40,3.0322467384732903,3.39489002810705
2021,1,3,7,50,3.144051583624638,3.4144228742959264
2021,1,3,8,0,3.24,3.44
2021,1,3,8,10,3.31494846476099,3.47216408523772
2021,1,3,8,20,3.3718867496940477,3.510188242400614
2021,1,3,8,30,3.415837950241826,3.5530281919734867
2021,1,3,8,40,3.451825161846977,3.5996396544411406
2021,1,3,8,50,3.4848714799521514,3.648978350288378
2021,1,3,9,0,3.52,3.7
2021,1,3,9,10,3.5610496012022885,3.7516927672248364
2021,1,3,9,20,3.6071222978472277,3.8031745882678076
2021,1,3,9,30,3.6561358879921433,3.853595842597862
2021,1,3,9,40,3.706008169694361,3.902106909683948
2021,1,3,9,50,3.754656941011205,3.9478581689950114
2021,1,3,10,0,3.8,3.99
2021,1,3,10,10,3.840343871170601,4.027824105122199
2021,1,3,10,20,3.87554998484297,4.0611874786022355
2021,1,3,10,30,3.905868497789602,4.090088437635069
2021,1,3,10,40,3.9315495667829894,4.114525299415667
2021,1,3,10,50,3.9528433485956254,4.13449638113899
2021,1,3,11,0,3.97,4.15
2021,1,3,11,10,3.9834082474486463,4.161270071545631
2021,1,3,11,20,3.9940110961142277,4.169482904730667
2021,1,3,11,30,4.00289012084945,4.176050406861866
2021,1,3,11,40,4.011126896507018,4.1823844852459855
2021,1,3,11,50,4.0198029979396335,4.1898970471897785
2021,1,3,12,0,4.03,4.2
2021,1,3,12,10,4.042319435331118,4.213484497584174
2021,1,3,12,20,4.05544266773716,4.228658680252883
2021,1,3,12,30,4.0675710188125995,4.243209934917471
2021,1,3,12,40,4.076905810151906,4.254825648489288
2021,1,3,12,50,4.081648363349549,4.261193207879683
2021,1,3,13,0,4.08,4.26
2021,1,3,13,10,4.07078623344911,4.249745641821379
2021,1,3,13,20,4.055329344048245,4.232178670554104
2021,1,3,13,30,4.035575803900154,4.209859853468253
2021,1,3,13,40,4.013472085107585,4.185349957833902
2021,1,3,13,50,3.990964659773284,4.161209750921126
2021,1,3,14,0,3.97,4.14
2021,1,3,14,10,3.9522208160576313,4.123829231426609
2021,1,3,14,20,3.9380547708846767,4.112997007901073
2021,1,3,14,30,3.9276257655867863,4.107350651209516
2021,1,3,14,40,3.921057701269611,4.106737483138068
2021,1,3,14,50,3.918474479038798,4.111004825472854
2021,1,3,15,0,3.92,4.12
2021,1,3,15,10,3.925423094912959,4.13322446950922
2021,1,3,15,20,3.9331923131537905,4.148796260804568
2021,1,3,15,30,3.941421133752702,4.16448754169368
2021,1,3,15,40,3.948223035739902,4.178070479984197
2021,1,3,15,50,3.951711498145599,4.187317243483759
2021,1,3,16,0,3.95,4.19
2021,1,3,16,10,3.9411793968831255,4.184476594240215
2021,1,3,16,20,3.9232500505742363,4.17144757851029
2021,1,3,16,30,3.894189699402407,4.1521991820157655
2021,1,3,16,40,3.8519760816967095,4.128017633962182
2021,1,3,16,50,3.7945869357862163,4.10018916355508
2021,1,3,17,0,3.72,4.07
2021,1,3,17,10,3.627405613850837,4.038683968344739
2021,1,3,17,20,3.5208445215863016,4.007265277006131
2021,1,3,17,30,3.405570068637672,3.9767157302432623
2021,1,3,17,40,3.2868356004362274,3.948007132315225
2021,1,3,17,50,3.1698944624132444,3.922111287481108
2021,1,3,18,0,3.06,3.9
2021,1,3,18,10,2.9614203699357526,3.882315310158605
2021,1,3,18,20,2.874482974191672,3.8683802023540785
2021,1,3,18,30,2.798530026046907,3.8571878970111855
2021,1,3,18,40,2.732903738780607,3.8477316145546974
2021,1,3,18,50,2.6769463256719215,3.8390045754093793
2021,1,3,19,0,2.63,3.83
2021,1,3,19,10,2.59121846196171,3.8198325687986183
2021,1,3,19,20,2.5590013594247907,3.8081028024664483
2021,1,3,19,30,2.531559827174701,3.794532681711995
2021,1,3,19,40,2.507104999996901,3.7788441872437666
2021,1,3,19,50,2.483848012676848,3.760759299770267
2021,1,3,20,0,2.46,3.74
2021,1,3,20,10,2.4342150414766692,3.7164562664987786
2021,1,3,20,20,2.4069189955165746,3.6906900692616156
2021,1,3,20,30,2.378980665254288,3.663431376140835
2021,1,3,20,40,2.351268853824383,3.6354101549887594
2021,1,3,20,50,2.3246523643614294,3.6073563736577072
2021,1,3,21,0,2.3,3.58
2021,1,3,21,10,2.2779398906501327,3.5538331059470165
2021,1,3,21,20,2.258137473323726,3.528396179746354
2021,1,3,21,30,2.2400175118081447,3.502991813724666
2021,1,3,21,40,2.223004769890754,3.476922600208609
2021,1,3,21,50,2.2065240113589173,3.449491131524835
2021,1,3,22,0,2.19,3.42
2021,1,3,22,10,2.1730068774042826,3.388026124527974
2021,1,3,22,20,2.1557162963737073,3.3542437302714916
2021,1,3,22,30,2.1384492875131325,3.3196013689605017
2021,1,3,22,40,2.1215268814274175,3.285047592324957
2021,1,3,22,50,2.1052701087214203,3.251530952094807
2021,1,3,23,0,2.09,3.22
2021,1,3,23,10,2.0759585256586646,3.1911457292744227
2021,1,3,23,20,2.063071415255521,3.164628899167684
2021,1,3,23,30,2.051185338139326,3.1398527104333285
2021,1,3,23,40,2.0401469636588367,3.1162203638249
2021,1,3,23,50,2.029802961162809,3.0931350600959426
2021,1,4,0,0,2.02,3.07
2021,1,4,0,10,2.0105664273684676,3.046326143559523
2021,1,4,0,20,2.0012573018634687,3.0220554878725903
2021,1,4,0,30,1.991809359929564,2.9972377893061863
2021,1,4,0,40,1.9819593380113116,2.971922804227297
2021,1,4,0,50,1.9714439725532706,2.9461602890029064
2021,1,4,1,0,1.96,2.92
2021,1,4,1,10,1.9473776167193197,2.8933182150060035
2021,1,4,1,20,1.9333808587720864,2.865297297490103
2021,1,4,1,30,1.91782722214242,2.8349461323419254
2021,1,4,1,40,1.9005342028144379,2.8012736044510977
2021,1,4,1,50,1.8813192967722585,2.763288598707247
2021,1,4,2,0,1.86,2.72
2021,1,4,2,10,1.8364971798283305,2.670863959379427
2021,1,4,2,20,1.8111451889741121,2.61712569253737
2021,1,4,2,30,1.7843817515007576,2.560477681326113
2021,1,4,2,40,1.7566445914716795,2.502612407597943
2021,1,4,2,50,1.7283714329502897,2.4452223532051436
2021,1,4,3,0,1.7,2.39
2021,1,4,3,10,1.671865145448842,2.3382259474762903
2021,1,4,3,20,1.6438902371833182,2.289533265693754
2021,1,4,3,30,1.6158957718545504,2.243143142353624
2021,1,4,3,40,1.5877022461136607,2.1982767651571335
2021,1,4,3,50,1.55913015661177,2.154155321805515
2021,1,4,4,0,1.53,2.11
2021,1,4,4,10,1.5003014976355626,2.0653063247894883
2021,1,4,4,20,1.4707012697000241,2.0206671706135424
2021,1,4,4,30,1.4420351610810414,1.9769497492593913
2021,1,4,4,40,1.4151390166662725,1.9350212725142646
2021,1,4,4,50,1.3908486813433731,1.8957489521653914
2021,1,4,5,0,1.37,1.86
2021,1,4,5,10,1.3530399751200213,1.8284654200324248
2021,1,4,5,20,1.3388602395721432,1.8011313851854114
2021,1,4,5,30,1.3259635838212842,1.7778078606088112
2021,1,4,5,40,1.3128527983323626,1.758304811452476
2021,1,4,5,50,1.2980306735702951,1.7424322028662553
2021,1,4,6,0,1.28,1.73
2021,1,4,6,10,1.258279342625095,1.7209245876734078
2021,1,4,6,20,1.2364503646039968,1.715548029385555
2021,1,4,6,30,1.219110503633822,1.7143188083053644
2021,1,4,6,40,1.2108571974116864,1.7176854076017605
2021,1,4,6,50,1.216287883634707,1.7260963104436646
2021,1,4,7,0,1.24,1.74
2021,1,4,7,10,1.2849537654907106,1.759595488533206
2021,1,4,7,20,1.3475605242340927,1.7840839046797785
2021,1,4,7,30,1.4225944016434295,1.8124169061697313
2021,1,4,7,40,1.5048295231320046,1.8435461507330775
2021,1,4,7,50,1.5890400141131007,1.8764232960998297
2021,1,4,8,0,1.67,1.91
2021,1,4,8,10,1.7433870768935464,1.943332347082661
2021,1,4,8,20,1.8084927236448198,1.9758941296731114
2021,1,4,8,30,1.8655118897924614,2.0072635670157113
2021,1,4,8,40,1.9146395248751116,2.0370188783548207
2021,1,4,8,50,1.9560705784314107,2.064738282934797
2021,1,4,9,0,1.99,2.09
2021,1,4,9,10,2.016868297305476,2.1125380860991174
2021,1,4,9,20,2.038098210816259,2.1327099469981485
2021,1,4,9,30,2.055358039186726,2.1510288257674235
2021,1,4,9,40,2.070316081071254,2.1680079654772713
2021,1,4,9,50,2.08464063512422,2.184160609198021
2021,1,4,10,0,2.1,2.2
2021,1,4,10,10,2.1176582524030696,2.2159597529653174
2021,1,4,10,20,2.1372625812382946,2.2321549712231845
2021,1,4,10,30,2.1580559534606363,2.248621129914595
2021,1,4,10,40,2.1792813360250594,2.265393704180541
2021,1,4,10,50,2.2001816958865263,2.2825081691620115
2021,1,4,11,0,2.22,2.3
2021,1,4,11,10,2.238424619008172,2.3181136427803573
2021,1,4,11,20,2.2569255383046407,2.3379294273683735
2021,1,4,11,30,2.277418146970732,2.3607366545741963
2021,1,4,11,40,2.3018178340877715,2.3878246252079753
2021,1,4,11,50,2.332039988737086,2.420482640079861
2021,1,4,12,0,2.37,2.46
2021,1,4,12,10,2.4171617900827624,2.507419009246588
